60.36	64.33	68.27	72.18	76.07	79.94	83.81	87.67	91.54	95.4	99.28	103.16	107.05	110.96	114.87	118.8	122.75	126.71	130.67	134.65	138.63	142.62	146.61	150.59	154.57	158.53	162.48	166.4	170.28	174.13	177.93	181.68	185.36	188.97	192.5	195.93	199.26	202.47	205.55	208.5	211.28	213.9	216.34	218.58	220.61	222.41	223.97	225.26	226.28	226.99	227.4	227.46	227.18	226.52	225.46	223.99	222.07	219.7	216.85	213.48	209.59	205.14	200.11	194.47	188.21	181.28
70.28	74.03	77.58	80.96	84.19	87.27	90.22	93.07	95.82	98.48	101.06	103.58	106.05	108.47	110.85	113.2	115.51	117.81	120.09	122.35	124.59	126.82	129.03	131.23	133.41	135.57	137.7	139.79	141.85	143.87	145.83	147.73	149.56	151.3	152.95	154.49	155.9	157.18	158.31	159.26	160.03	160.59	160.92	161	160.82	160.34	159.55	158.41	156.91	155.02	152.71	149.94	146.7	142.95	138.66	133.79	128.32	122.21	115.42	107.92	99.67	90.63	80.76	70.02	58.38	45.78
45.23	46.35	47.44	48.52	49.6	50.7	51.85	53.05	54.32	55.68	57.14	58.7	60.39	62.2	64.15	66.24	68.49	70.88	73.43	76.15	79.02	82.05	85.24	88.59	92.1	95.75	99.54	103.48	107.54	111.72	116.01	120.39	124.87	129.41	134.01	138.66	143.32	147.99	152.65	157.28	161.85	166.34	170.73	174.99	179.1	183.02	186.74	190.22	193.43	196.34	198.91	201.12	202.92	204.28	205.17	205.53	205.35	204.56	203.13	201.03	198.19	194.59	190.16	184.87	178.66	171.48
71.17	77.04	82.56	87.74	92.62	97.23	101.59	105.72	109.65	113.4	116.99	120.44	123.76	126.97	130.1	133.14	136.13	139.06	141.95	144.81	147.65	150.48	153.3	156.11	158.93	161.74	164.57	167.4	170.23	173.07	175.9	178.73	181.55	184.35	187.13	189.88	192.58	195.22	197.79	200.29	202.68	204.97	207.12	209.12	210.95	212.6	214.03	215.23	216.17	216.82	217.16	217.16	216.8	216.03	214.84	213.18	211.02	208.34	205.08	201.22	196.71	191.52	185.61	178.93	171.44	163.1
8.94	16.52	23.75	30.65	37.23	43.5	49.49	55.21	60.66	65.87	70.84	75.58	80.11	84.43	88.56	92.49	96.25	99.83	103.25	106.51	109.61	112.56	115.36	118.02	120.54	122.91	125.16	127.26	129.23	131.06	132.75	134.3	135.71	136.97	138.08	139.04	139.84	140.47	140.93	141.21	141.31	141.21	140.91	140.4	139.66	138.69	137.47	135.99	134.24	132.21	129.88	127.24	124.26	120.95	117.27	113.21	108.76	103.89	98.58	92.82	86.59	79.86	72.61	64.82	56.47	47.52
85.8	90.53	95.18	99.76	104.27	108.74	113.16	117.53	121.88	126.2	130.49	134.76	139.01	143.24	147.46	151.66	155.85	160.02	164.17	168.3	172.41	176.48	180.52	184.52	188.48	192.37	196.21	199.97	203.66	207.25	210.74	214.11	217.36	220.47	223.42	226.2	228.79	231.18	233.36	235.29	236.97	238.37	239.47	240.26	240.7	240.79	240.48	239.77	238.62	237.01	234.91	232.29	229.14	225.41	221.07	216.11	210.48	204.16	197.11	189.29	180.69	171.25	160.94	149.73	137.58	124.45
127.61	133.48	139.34	145.19	151.02	156.82	162.57	168.26	173.89	179.44	184.9	190.27	195.54	200.7	205.73	210.64	215.41	220.04	224.52	228.84	233	236.99	240.81	244.44	247.9	251.16	254.23	257.11	259.78	262.25	264.52	266.57	268.41	270.04	271.46	272.66	273.64	274.41	274.96	275.29	275.4	275.3	274.98	274.45	273.7	272.75	271.59	270.22	268.65	266.89	264.93	262.78	260.44	257.93	255.23	252.37	249.34	246.16	242.82	239.33	235.71	231.96	228.08	224.09	220	215.8
37.21	40.73	44.06	47.23	50.25	53.15	55.95	58.67	61.32	63.93	66.51	69.07	71.63	74.19	76.76	79.36	81.99	84.66	87.36	90.11	92.9	95.74	98.62	101.54	104.5	107.49	110.5	113.53	116.57	119.61	122.62	125.61	128.56	131.44	134.25	136.95	139.55	142	144.29	146.39	148.28	149.93	151.32	152.4	153.16	153.56	153.56	153.13	152.23	150.82	148.87	146.34	143.17	139.34	134.79	129.48	123.35	116.37	108.48	99.63	89.76	78.83	66.77	53.53	39.05	23.27
22	34.65	46.21	56.76	66.4	75.18	83.2	90.52	97.21	103.33	108.95	114.12	118.91	123.36	127.52	131.44	135.16	138.72	142.15	145.49	148.77	152.01	155.24	158.47	161.73	165.02	168.36	171.74	175.19	178.68	182.23	185.83	189.46	193.11	196.77	200.42	204.03	207.59	211.05	214.38	217.56	220.54	223.28	225.74	227.86	229.59	230.89	231.68	231.91	231.52	230.43	228.57	225.87	222.25	217.63	211.93	205.05	196.91	187.41	176.46	163.95	149.77	133.83	116.01	96.2	74.28
2.26	12.31	21.96	31.25	40.17	48.76	57.02	64.98	72.65	80.05	87.18	94.06	100.7	107.11	113.3	119.28	125.05	130.64	136.03	141.23	146.25	151.1	155.77	160.26	164.58	168.72	172.69	176.48	180.08	183.5	186.73	189.76	192.59	195.2	197.59	199.75	201.67	203.34	204.74	205.86	206.69	207.2	207.4	207.25	206.74	205.86	204.57	202.87	200.72	198.11	195.02	191.41	187.26	182.56	177.26	171.34	164.78	157.54	149.59	140.9	131.44	121.18	110.07	98.08	85.19	71.34
